"id","IMSI_UE1","waiting_time_UE1","time_requested_UE1","IMSI_UE2","waiting_time_UE2","time_requested_UE2","IMSI_UE3","waiting_time_UE3","time_requested_UE3","episode_done","action","reward"
11234,"999991000000087",19,54,"999991000000099",0,51,"999991000000089",41,52,false,2,-0.11000000000000001
11235,"999991000000094",0,2,"999991000000096",0,55,"999991000000090",52,13,false,2,-0.331
11236,"999991000000087",19,54,"999991000000099",0,51,"999991000000091",63,40,false,2,-0.511
11237,"999991000000092",75,40,"999991000000096",0,55,"999991000000090",52,13,false,0,-0.082
11238,"999991000000087",19,54,"999991000000099",0,51,"999991000000093",86,58,false,2,-0.6570000000000001
11239,"999991000000092",75,40,"999991000000096",0,55,"999991000000094",97,44,false,2,-0.5710000000000001
11240,"999991000000095",108,4,"999991000000099",0,51,"999991000000093",86,58,false,0,-0.28500000000000003
11241,"999991000000092",75,40,"999991000000096",119,12,"999991000000094",97,44,false,1,-0.135
11242,"999991000000095",108,4,"999991000000099",0,51,"999991000000097",131,44,false,2,-0.8920000000000001
11243,"999991000000092",75,40,"999991000000096",119,12,"999991000000098",142,17,false,2,-0.997
11244,"999991000000095",108,4,"999991000000099",153,47,"999991000000097",131,44,true,1,-0.101
11245,"999991000000095",0,46,"999991000000099",0,44,"999991000000087",19,1,false,2,-0.14500000000000002
11246,"999991000000092",0,2,"999991000000088",29,50,"999991000000098",0,40,false,1,-0.092
11247,"999991000000095",0,46,"999991000000099",0,44,"999991000000089",41,46,false,2,-0.22200000000000003
11248,"999991000000092",0,2,"999991000000088",29,50,"999991000000090",51,58,false,2,-0.12000000000000001
11249,"999991000000095",0,46,"999991000000091",62,51,"999991000000089",41,46,false,1,-0.10400000000000001
11250,"999991000000092",0,2,"999991000000088",29,50,"999991000000092",75,56,false,2,-0.587
11251,"999991000000095",0,46,"999991000000093",86,47,"999991000000089",41,46,false,1,-0.6890000000000001
11252,"999991000000092",0,2,"999991000000088",29,50,"999991000000094",97,58,false,2,-0.7810000000000001
11253,"999991000000095",0,46,"999991000000093",86,47,"999991000000095",108,41,false,2,-0.495
11254,"999991000000096",119,14,"999991000000088",29,50,"999991000000094",97,58,false,0,-0.052000000000000005
11255,"999991000000095",0,46,"999991000000093",86,47,"999991000000097",132,53,false,2,-1.1030000000000002
11256,"999991000000096",119,14,"999991000000088",29,50,"999991000000098",143,58,false,2,-1.0110000000000001
11257,"999991000000099",154,53,"999991000000093",86,47,"999991000000097",132,53,true,0,-1.046
11258,"999991000000099",0,56,"999991000000093",0,20,"999991000000087",17,55,false,2,-0.13
11259,"999991000000096",0,3,"999991000000088",0,51,"999991000000088",29,14,false,2,-0.121
11260,"999991000000089",41,59,"999991000000093",0,20,"999991000000087",17,55,false,0,-0.116
11261,"999991000000090",53,57,"999991000000088",0,51,"999991000000088",29,14,false,0,-0.093
11262,"999991000000089",41,59,"999991000000091",66,50,"999991000000087",17,55,false,1,-0.11
11263,"999991000000092",79,42,"999991000000088",0,51,"999991000000088",29,14,false,0,-0.624
11264,"999991000000089",41,59,"999991000000091",66,50,"999991000000093",91,55,false,2,-0.258
11265,"999991000000092",79,42,"999991000000088",0,51,"999991000000094",102,15,false,2,-0.365
11266,"999991000000089",41,59,"999991000000091",66,50,"999991000000095",114,57,false,2,-0.9540000000000001
11267,"999991000000092",79,42,"999991000000088",0,51,"999991000000096",126,7,false,2,-1.933
11268,"999991000000097",141,2,"999991000000091",66,50,"999991000000095",114,57,false,0,-0.498
11269,"999991000000092",79,42,"999991000000098",152,50,"999991000000096",126,7,false,1,-0.111
11270,"999991000000097",141,2,"999991000000091",66,50,"999991000000099",164,55,true,2,-1.153
11271,"999991000000087",17,59,"999991000000091",0,52,"999991000000099",0,59,false,0,-0.132
11272,"999991000000088",28,53,"999991000000098",0,52,"999991000000096",0,49,false,0,-0.095
11273,"999991000000087",17,59,"999991000000091",0,52,"999991000000089",41,46,false,2,-0.129
11274,"999991000000088",28,53,"999991000000098",0,52,"999991000000090",51,53,false,2,-0.109
11275,"999991000000091",62,49,"999991000000091",0,52,"999991000000089",41,46,false,0,-0.28200000000000003
11276,"999991000000088",28,53,"999991000000098",0,52,"999991000000092",74,56,false,2,-0.592
11277,"999991000000091",62,49,"999991000000093",87,60,"999991000000089",41,46,false,1,-0.10200000000000001
11278,"999991000000088",28,53,"999991000000094",98,8,"999991000000092",74,56,false,1,-0.14200000000000002
11279,"999991000000091",62,49,"999991000000093",87,60,"999991000000095",110,13,false,2,-1.415
11280,"999991000000088",28,53,"999991000000094",98,8,"999991000000096",121,49,false,2,-1.722
11281,"999991000000091",62,49,"999991000000093",87,60,"999991000000097",134,58,false,2,-2.003
11282,"999991000000088",28,53,"999991000000094",98,8,"999991000000098",144,16,false,2,-1.188
11283,"999991000000099",155,6,"999991000000093",87,60,"999991000000097",134,58,true,0,-0.6970000000000001
11284,"999991000000099",0,42,"999991000000087",19,40,"999991000000097",0,57,false,1,-0.107
11285,"999991000000088",29,55,"999991000000094",0,40,"999991000000098",0,54,false,0,-0.11300000000000002
11286,"999991000000089",40,51,"999991000000087",19,40,"999991000000097",0,57,false,0,-0.10200000000000001
11287,"999991000000088",29,55,"999991000000094",0,40,"999991000000090",51,16,false,2,-0.134
11288,"999991000000089",40,51,"999991000000087",19,40,"999991000000091",62,14,false,2,-0.137
11289,"999991000000092",73,45,"999991000000094",0,40,"999991000000090",51,16,false,0,-0.396
11290,"999991000000089",40,51,"999991000000087",19,40,"999991000000093",84,1,false,2,-0.6320000000000001
11291,"999991000000092",73,45,"999991000000094",0,40,"999991000000094",94,47,false,2,-0.555
11292,"999991000000089",40,51,"999991000000095",107,18,"999991000000093",84,1,false,1,-0.261
11293,"999991000000092",73,45,"999991000000096",119,55,"999991000000094",94,47,false,1,-0.09000000000000001
11294,"999991000000089",40,51,"999991000000095",107,18,"999991000000097",132,51,false,2,-0.847
11295,"999991000000092",73,45,"999991000000096",119,55,"999991000000098",145,53,false,2,-0.9530000000000001
11296,"999991000000089",40,51,"999991000000099",156,13,"999991000000097",132,51,true,1,-1.0410000000000001
11297,"999991000000089",0,56,"999991000000099",0,19,"999991000000087",18,49,false,2,-0.101
11298,"999991000000092",0,12,"999991000000088",29,47,"999991000000098",0,58,false,1,-0.062
11299,"999991000000089",40,50,"999991000000099",0,19,"999991000000087",18,49,false,0,-0.14600000000000002
11300,"999991000000092",0,12,"999991000000088",29,47,"999991000000090",51,54,false,2,-0.118
11301,"999991000000089",40,50,"999991000000099",0,19,"999991000000091",62,20,false,2,-0.30100000000000005
11302,"999991000000092",0,12,"999991000000088",29,47,"999991000000092",75,12,false,2,-0.593
11303,"999991000000089",40,50,"999991000000093",86,56,"999991000000091",62,20,false,1,-1.019
11304,"999991000000094",96,55,"999991000000088",29,47,"999991000000092",75,12,false,0,-0.072
11305,"999991000000095",108,46,"999991000000093",86,56,"999991000000091",62,20,false,0,-1.4100000000000001
11306,"999991000000094",96,55,"999991000000088",29,47,"999991000000096",118,54,false,2,-1.687
11307,"999991000000095",108,46,"999991000000093",86,56,"999991000000097",130,42,false,2,-0.6280000000000001
11308,"999991000000098",143,46,"999991000000088",29,47,"999991000000096",118,54,false,0,-0.999
11309,"999991000000099",154,52,"999991000000093",86,56,"999991000000097",130,42,true,0,-1.078
11310,"999991000000099",0,54,"999991000000093",0,43,"999991000000087",19,47,false,2,-0.078
11311,"999991000000098",0,17,"999991000000088",0,55,"999991000000088",31,55,false,2,-0.094
11312,"999991000000099",0,54,"999991000000093",0,43,"999991000000089",41,44,false,2,-0.30800000000000005
11313,"999991000000098",0,17,"999991000000090",52,52,"999991000000088",31,55,false,1,-0.10500000000000001
11314,"999991000000091",63,17,"999991000000093",0,43,"999991000000089",41,44,false,0,-0.14400000000000002
11315,"999991000000098",0,17,"999991000000092",75,4,"999991000000088",31,55,false,1,-0.5800000000000001
11316,"999991000000091",63,17,"999991000000093",0,43,"999991000000093",87,49,false,2,-1.413
11317,"999991000000098",0,17,"999991000000094",98,56,"999991000000088",31,55,false,1,-0.769
11318,"999991000000095",109,49,"999991000000093",0,43,"999991000000093",87,49,false,0,-0.664
11319,"999991000000096",120,19,"999991000000094",98,56,"999991000000088",31,55,false,0,-0.08700000000000001
11320,"999991000000095",109,49,"999991000000097",132,55,"999991000000093",87,49,false,1,-0.11300000000000002
11321,"999991000000096",120,19,"999991000000094",98,56,"999991000000098",143,46,false,2,-0.404
11322,"999991000000095",109,49,"999991000000099",155,13,"999991000000093",87,49,true,1,-1.2930000000000001
11323,"999991000000095",0,51,"999991000000087",17,44,"999991000000093",0,44,false,1,-0.13
11324,"999991000000096",0,50,"999991000000088",29,18,"999991000000098",0,47,false,1,-0.091
11325,"999991000000089",40,48,"999991000000087",17,44,"999991000000093",0,44,false,0,-0.131
11326,"999991000000096",0,50,"999991000000088",29,18,"999991000000090",51,41,false,2,-0.097
11327,"999991000000089",40,48,"999991000000091",62,4,"999991000000093",0,44,false,1,-0.267
11328,"999991000000096",0,50,"999991000000088",29,18,"999991000000092",74,57,false,2,-0.55
11329,"999991000000093",85,50,"999991000000091",62,4,"999991000000093",0,44,false,0,-1.408
11330,"999991000000096",0,50,"999991000000088",29,18,"999991000000094",96,42,false,2,-0.803
11331,"999991000000093",85,50,"999991000000091",62,4,"999991000000095",107,51,false,2,-0.10400000000000001
11332,"999991000000096",0,50,"999991000000088",29,18,"999991000000096",118,53,false,2,-0.9560000000000001
11333,"999991000000093",85,50,"999991000000091",62,4,"999991000000097",131,47,false,2,-1.094
11334,"999991000000096",0,50,"999991000000088",29,18,"999991000000098",142,4,false,2,-1.195
11335,"999991000000093",85,50,"999991000000091",62,4,"999991000000099",154,42,true,2,-1.286
11336,"999991000000093",0,47,"999991000000091",0,53,"999991000000087",18,12,false,2,-0.081
11337,"999991000000096",0,55,"999991000000088",29,9,"999991000000098",0,60,false,1,-0.109
11338,"999991000000093",0,47,"999991000000089",41,42,"999991000000087",18,12,false,1,-0.14300000000000002
11339,"999991000000096",0,55,"999991000000088",29,9,"999991000000090",51,52,false,2,-0.15
11340,"999991000000091",62,57,"999991000000089",41,42,"999991000000087",18,12,false,0,-0.127
11341,"999991000000096",0,55,"999991000000088",29,9,"999991000000092",75,2,false,2,-0.561
11342,"999991000000091",62,57,"999991000000089",41,42,"999991000000093",86,46,false,2,-1.174
11343,"999991000000096",0,55,"999991000000088",29,9,"999991000000094",97,17,false,2,-0.7270000000000001
11344,"999991000000091",62,57,"999991000000095",108,56,"999991000000093",86,46,false,1,-1.411
11345,"999991000000096",0,55,"999991000000088",29,9,"999991000000096",119,55,false,2,-0.96
11346,"999991000000091",62,57,"999991000000097",133,44,"999991000000093",86,46,false,1,-1.118
11347,"999991000000098",144,50,"999991000000088",29,9,"999991000000096",119,55,false,0,-0.14500000000000002
11348,"999991000000091",62,57,"999991000000097",133,44,"999991000000099",157,8,true,2,-0.8800000000000001
11349,"999991000000091",0,48,"999991000000087",19,41,"999991000000099",0,54,false,1,-0.064
11350,"999991000000098",0,18,"999991000000088",30,42,"999991000000096",0,54,false,1,-0.089
11351,"999991000000091",0,48,"999991000000087",19,41,"999991000000089",42,45,false,2,-0.10400000000000001
11352,"999991000000090",53,46,"999991000000088",30,42,"999991000000096",0,54,false,0,-0.108
11353,"999991000000091",66,59,"999991000000087",19,41,"999991000000089",42,45,false,0,-0.098
11354,"999991000000092",78,55,"999991000000088",30,42,"999991000000096",0,54,false,0,-0.613
11355,"999991000000091",66,59,"999991000000093",90,53,"999991000000089",42,45,false,1,-0.30200000000000005
11356,"999991000000092",78,55,"999991000000094",101,11,"999991000000096",0,54,false,1,-0.382
11357,"999991000000091",66,59,"999991000000093",90,53,"999991000000095",114,55,false,2,-0.503
11358,"999991000000092",78,55,"999991000000094",101,11,"999991000000096",125,54,false,2,-0.10400000000000001
11359,"999991000000091",66,59,"999991000000093",90,53,"999991000000097",136,57,false,2,-1.151
11360,"999991000000098",148,2,"999991000000094",101,11,"999991000000096",125,54,false,0,-0.8270000000000002
11361,"999991000000091",66,59,"999991000000099",159,18,"999991000000097",136,57,true,1,-0.9530000000000001
11362,"999991000000091",0,6,"999991000000087",18,44,"999991000000097",0,11,false,1,-0.126
11363,"999991000000088",29,43,"999991000000094",0,58,"999991000000096",0,57,false,0,-0.12200000000000001
11364,"999991000000089",41,42,"999991000000087",18,44,"999991000000097",0,11,false,0,-0.07600000000000001
11365,"999991000000090",52,15,"999991000000094",0,58,"999991000000096",0,57,false,0,-0.354
11366,"999991000000091",65,3,"999991000000087",18,44,"999991000000097",0,11,false,0,-0.471
11367,"999991000000092",76,47,"999991000000094",0,58,"999991000000096",0,57,false,0,-0.543
11368,"999991000000091",65,3,"999991000000093",88,56,"999991000000097",0,11,false,1,-0.276
11369,"999991000000092",76,47,"999991000000094",0,58,"999991000000094",100,51,false,2,-0.11699999999999999
11370,"999991000000091",65,3,"999991000000095",112,50,"999991000000097",0,11,false,1,-0.9080000000000001
11371,"999991000000096",123,49,"999991000000094",0,58,"999991000000094",100,51,false,0,-0.7910000000000001
11372,"999991000000091",65,3,"999991000000095",112,50,"999991000000097",136,59,false,2,-0.061000000000000006
11373,"999991000000096",123,49,"999991000000094",0,58,"999991000000098",147,9,false,2,-1.0010000000000001
11374,"999991000000091",65,3,"999991000000099",159,55,"999991000000097",136,59,true,1,-1.1080000000000003
11375,"999991000000091",0,58,"999991000000099",0,44,"999991000000087",18,40,false,2,-0.09000000000000001
11376,"999991000000096",0,50,"999991000000094",0,57,"999991000000088",28,51,false,2,-0.081
11377,"999991000000091",0,58,"999991000000089",40,3,"999991000000087",18,40,false,1,-0.134
11378,"999991000000096",0,50,"999991000000094",0,57,"999991000000090",52,45,false,2,-0.37300000000000005
11379,"999991000000091",64,12,"999991000000089",40,3,"999991000000087",18,40,false,0,-0.118
11380,"999991000000096",0,50,"999991000000094",0,57,"999991000000092",76,52,false,2,-0.583
11381,"999991000000093",88,16,"999991000000089",40,3,"999991000000087",18,40,false,0,-0.668
11382,"999991000000096",0,50,"999991000000094",100,4,"999991000000092",76,52,false,1,-0.147
11383,"999991000000093",88,16,"999991000000089",40,3,"999991000000095",111,58,false,2,-0.262
11384,"999991000000096",0,50,"999991000000094",100,4,"999991000000096",122,58,false,2,-0.7860000000000001
11385,"999991000000093",88,16,"999991000000089",40,3,"999991000000097",136,40,false,2,-1.1070000000000002
11386,"999991000000098",147,46,"999991000000094",100,4,"999991000000096",122,58,false,0,-0.14
11387,"999991000000093",88,16,"999991000000089",40,3,"999991000000099",160,45,true,2,-1.3240000000000003
11388,"999991000000093",0,45,"999991000000089",0,58,"999991000000087",16,20,false,2,-0.097
11389,"999991000000098",0,56,"999991000000088",27,41,"999991000000096",0,54,false,1,-0.13
11390,"999991000000093",0,45,"999991000000089",0,58,"999991000000089",38,43,false,2,-0.254
